epoch,d_loss,g_loss,lr_G,lr_D,batch_size,img_size,z_dim
105,1.0820016685654135,1.0178783237934113,0.000162,7.5e-06,64,64,128
106,1.066179450820474,1.0335536178420572,0.000162,7.5e-06,64,64,128
107,1.0607391017324783,1.0395444070591646,0.000162,7.5e-06,64,64,128
108,1.0591951538534725,1.0429570113911348,0.000162,7.5e-06,64,64,128
109,1.0477950608029085,1.0558112018248613,0.000162,7.5e-06,64,64,128
110,1.0486469549291275,1.0494356944280512,0.000162,7.5e-06,64,64,128
111,1.0346004927859587,1.0709029874380898,0.000162,7.5e-06,64,64,128
112,1.0265614670865677,1.072344175156425,0.000162,7.5e-06,64,64,128
113,1.017421015921761,1.0817384527010077,0.000162,7.5e-06,64,64,128
114,1.0123400127186495,1.082411429461311,0.000162,7.5e-06,64,64,128
115,1.0020195876850801,1.0929374554577995,0.000162,7.5e-06,64,64,128
116,0.9985101345707389,1.1037326665485607,0.000162,7.5e-06,64,64,128
117,0.9905553915921379,1.102383504895603,0.000162,7.5e-06,64,64,128
118,0.9806978386991164,1.1092773710980135,0.000162,7.5e-06,64,64,128
119,0.9707558470613816,1.1321873279178845,0.000162,7.5e-06,64,64,128
120,0.9620534409494961,1.133725057629978,0.000162,7.5e-06,64,64,128
121,0.9760094986242407,1.091725096983068,0.00014580000000000002,3.75e-06,64,64,128
122,0.964320091640248,1.0973878783338211,0.00014580000000000002,3.75e-06,64,64,128
123,0.9663906518150779,1.0938543046222013,0.00014580000000000002,3.75e-06,64,64,128
124,0.9673798943267149,1.092837210963754,0.00014580000000000002,3.75e-06,64,64,128
125,0.9693975623916177,1.0935066377415377,0.00014580000000000002,3.75e-06,64,64,128
126,0.9693431363386267,1.0824817839790792,0.00014580000000000002,3.75e-06,64,64,128
127,0.975220592582927,1.0856159644968368,0.00014580000000000002,3.75e-06,64,64,128
128,0.9699070418582243,1.087320674868191,0.00014580000000000002,3.75e-06,64,64,128
129,0.9664555297178381,1.0864208025090836,0.00014580000000000002,3.75e-06,64,64,128
130,0.974340112770305,1.0909974469858057,0.00014580000000000002,3.75e-06,64,64,128
131,0.9694076951812295,1.0932516210219438,0.00014580000000000002,3.75e-06,64,64,128
132,0.9629496493760277,1.0999084676013273,0.00014580000000000002,3.75e-06,64,64,128
133,0.9613346860689276,1.0958079835947823,0.00014580000000000002,3.75e-06,64,64,128
134,0.9554606535855461,1.1078218607341541,0.00014580000000000002,3.75e-06,64,64,128
135,0.9610225014826831,1.1014614070163053,0.00014580000000000002,3.75e-06,64,64,128
136,0.9558844198198879,1.100302517414093,0.00014580000000000002,3.75e-06,64,64,128
137,0.9590364922495449,1.1003890738767736,0.00014580000000000002,3.75e-06,64,64,128
138,0.9524280078270856,1.1149204829159904,0.00014580000000000002,3.75e-06,64,64,128
139,0.9477047850103939,1.1159775151925928,0.00014580000000000002,3.75e-06,64,64,128
140,0.9487268153358909,1.1125267814187443,0.00014580000000000002,3.75e-06,64,64,128
141,0.9435427574550405,1.1152599804541643,0.00014580000000000002,3.75e-06,64,64,128
142,0.9417993689284605,1.1166817405644585,0.00014580000000000002,3.75e-06,64,64,128
143,0.9375914072289186,1.1194660277927624,0.00014580000000000002,3.75e-06,64,64,128
144,0.930318576448104,1.1349097139695112,0.00014580000000000002,3.75e-06,64,64,128
145,0.9277674941455617,1.1285013346111072,0.00014580000000000002,3.75e-06,64,64,128
146,0.9244029609596028,1.1356120039434994,0.00014580000000000002,3.75e-06,64,64,128
147,0.9214879011406618,1.1383228477309733,0.00014580000000000002,3.75e-06,64,64,128
148,0.9194756641107447,1.1577224906753092,0.00014580000000000002,3.75e-06,64,64,128
149,0.9158091615228092,1.1537156490718616,0.00014580000000000002,3.75e-06,64,64,128
150,0.9107176661491394,1.1612903791315414,0.00014580000000000002,3.75e-06,64,64,128
151,0.9096496245440315,1.1658099433955025,0.00014580000000000002,3.75e-06,64,64,128
152,0.9032792834674611,1.1636704381774454,0.00014580000000000002,3.75e-06,64,64,128
153,0.8967727194814121,1.1652986828018637,0.00014580000000000002,3.75e-06,64,64,128
154,0.8974115655702704,1.1696696632048662,0.00014580000000000002,3.75e-06,64,64,128
155,0.8894592313205495,1.1686763482935287,0.00014580000000000002,3.75e-06,64,64,128
156,0.8881524415577159,1.189603889689726,0.00014580000000000002,3.75e-06,64,64,128
157,0.8853811043150285,1.1703053747906405,0.00014580000000000002,3.75e-06,64,64,128
158,0.8793454082573161,1.1968922825420605,0.00014580000000000002,3.75e-06,64,64,128
159,0.8736566497999079,1.1923489430371452,0.00014580000000000002,3.75e-06,64,64,128
160,0.8740732704891878,1.1951968915322249,0.00014580000000000002,3.75e-06,64,64,128
161,0.8820161907111898,1.179217615548302,0.00013122000000000003,1.875e-06,64,64,128
162,0.8753523142898784,1.1901322813595043,0.00013122000000000003,1.875e-06,64,64,128
163,0.8790182243375217,1.1846414418781506,0.00013122000000000003,1.875e-06,64,64,128
164,0.880737371304456,1.1757495017612682,0.00013122000000000003,1.875e-06,64,64,128
165,0.8794627925928902,1.1858705773073084,0.00013122000000000003,1.875e-06,64,64,128
166,0.879427021040636,1.176865377846886,0.00013122000000000003,1.875e-06,64,64,128
167,0.8788140836883994,1.17955582632738,0.00013122000000000003,1.875e-06,64,64,128
168,0.8799603300936082,1.184706102399265,0.00013122000000000003,1.875e-06,64,64,128
169,0.880570089115816,1.1794550138361313,0.00013122000000000003,1.875e-06,64,64,128
170,0.8813491393538082,1.1819748282432556,0.00013122000000000003,1.875e-06,64,64,128
171,0.8787962373565225,1.1771425394450916,0.00013122000000000003,1.875e-06,64,64,128
172,0.8747924794169033,1.178263362716226,0.00013122000000000003,1.875e-06,64,64,128
173,0.8778696901658002,1.177971808349385,0.00013122000000000003,1.875e-06,64,64,128
174,0.8816984295845032,1.1786408810054554,0.00013122000000000003,1.875e-06,64,64,128
175,0.872243625276229,1.18292196708567,0.00013122000000000003,1.875e-06,64,64,128
176,0.8774111603989321,1.1822466149049646,0.00013122000000000003,1.875e-06,64,64,128
177,0.8805234852959128,1.1791773894253899,0.00013122000000000003,1.875e-06,64,64,128
178,0.8751613708103404,1.1937960771953358,0.00013122000000000003,1.875e-06,64,64,128
179,0.8797154847313376,1.188503202270059,0.00013122000000000003,1.875e-06,64,64,128
180,0.875189730349709,1.1862265958505518,0.00013122000000000003,1.875e-06,64,64,128
181,0.8734047623241649,1.1875184003044577,0.00013122000000000003,1.875e-06,64,64,128
182,0.8738849951940424,1.1881619130863863,0.00013122000000000003,1.875e-06,64,64,128
183,0.8703898366759805,1.1889901511809404,0.00013122000000000003,1.875e-06,64,64,128
184,0.86943939854117,1.192666958360111,0.00013122000000000003,1.875e-06,64,64,128
185,0.8719691756893607,1.1972433609120987,0.00013122000000000003,1.875e-06,64,64,128
186,0.8717019628075993,1.1962549405939438,0.00013122000000000003,1.875e-06,64,64,128
187,0.8680931995896732,1.19407838232377,0.00013122000000000003,1.875e-06,64,64,128
188,0.8648120340178994,1.2012117540135103,0.00013122000000000003,1.875e-06,64,64,128
189,0.8620849812732023,1.1988349802353804,0.00013122000000000003,1.875e-06,64,64,128
190,0.863981182084364,1.2041698869536905,0.00013122000000000003,1.875e-06,64,64,128
191,0.8623659505563623,1.2077973449931425,0.00013122000000000003,1.875e-06,64,64,128
192,0.8614076481145971,1.2073294029516333,0.00013122000000000003,1.875e-06,64,64,128
193,0.8566409700057086,1.2102743913145626,0.00013122000000000003,1.875e-06,64,64,128
194,0.8584150146035587,1.2090213579290054,0.00013122000000000003,1.875e-06,64,64,128
195,0.8531242223346934,1.214739070219152,0.00013122000000000003,1.875e-06,64,64,128
196,0.8527058187653037,1.2160996514208176,0.00013122000000000003,1.875e-06,64,64,128
197,0.8509053482728846,1.2133365869522095,0.00013122000000000003,1.875e-06,64,64,128
198,0.8490495594108806,1.2226194914649515,0.00013122000000000003,1.875e-06,64,64,128
199,0.8506136694375206,1.2171680155922384,0.00013122000000000003,1.875e-06,64,64,128
200,0.846748444963904,1.2260122053763445,0.00013122000000000003,1.875e-06,64,64,128
